Day,Hours,Elspot Prices DK1 (EUR/MWh),Household Demand (kWh),Capacity factor solar
28/08/2019,06 - 07,48.36,0.12,0.168
28/08/2019,07 - 08,66.2,0.26,0.366
28/08/2019,08 - 09,66.79,0.55,0.519
28/08/2019,09 - 10,56.12,0.16,0.532
28/08/2019,10 - 11,52.84,0.6,0.563
28/08/2019,11 - 12,51.75,0.11,0.527
28/08/2019,12 - 13,46.62,0.1,0.41
28/08/2019,13 - 14,44.77,0.17,0.509
28/08/2019,14 - 15,45.04,0.67,0.468
28/08/2019,15 - 16,45.64,0.23,0.352
28/08/2019,16 - 17,48.88,0.22,0.171
28/08/2019,17 - 18,55.97,0.13,0.025
28/08/2019,18 - 19,69.92,0.28,0
28/08/2019,19 - 20,80.08,0.3,0
28/08/2019,20 - 21,73.15,0.29,0
28/08/2019,21 - 22,57.74,0.45,0
28/08/2019,22 - 23,50.84,0.28,0
28/08/2019,23 - 00,43.96,0.15,0
29/08/2019,00 - 01,39.58,0.12,0
29/08/2019,01 - 02,35.68,0.11,0
29/08/2019,02 - 03,34.53,0.12,0
29/08/2019,03 - 04,34.01,0.11,0
29/08/2019,04 - 05,34.42,0.11,0
29/08/2019,05 - 06,35.43,0.11,0.003
29/08/2019,06 - 07,43.2,0.97,0.093
29/08/2019,07 - 08,52.59,0.53,0.013
29/08/2019,08 - 09,58.98,0.22,0.044
29/08/2019,09 - 10,56.98,0.26,0.041
29/08/2019,10 - 11,51.95,0.1,0.053
29/08/2019,11 - 12,50.06,0.12,0.046
29/08/2019,12 - 13,42.16,0.13,0.119
29/08/2019,13 - 14,39.66,0.2,0.159
29/08/2019,14 - 15,37.96,0.17,0.119
29/08/2019,15 - 16,37.75,0.1,0.149
29/08/2019,16 - 17,37.46,0.15,0.118
29/08/2019,17 - 18,44.04,0.35,0.031
29/08/2019,18 - 19,50.95,0.17,0
29/08/2019,19 - 20,62.03,0.29,0
29/08/2019,20 - 21,56.99,0.24,0
29/08/2019,21 - 22,51.01,0.28,0
29/08/2019,22 - 23,44.99,0.38,0
29/08/2019,23 - 00,37.44,0.21,0
30/08/2019,00 - 01,34.36,0.13,0
30/08/2019,01 - 02,33.13,0.12,0
30/08/2019,02 - 03,33.58,0.11,0
30/08/2019,03 - 04,32.28,0.12,0
30/08/2019,04 - 05,34.11,0.11,0
30/08/2019,05 - 06,35.32,0.12,0.001
30/08/2019,06 - 07,48.63,0.1,0.069
30/08/2019,07 - 08,51.33,0.43,0.072
30/08/2019,08 - 09,50.85,0.17,0.122
30/08/2019,09 - 10,46.08,0.13,0.573
30/08/2019,10 - 11,41.4,0.11,0.489
30/08/2019,11 - 12,38.23,0.2,0.394
30/08/2019,12 - 13,35.45,0.35,0.448
30/08/2019,13 - 14,34.81,0.34,0.195
30/08/2019,14 - 15,34.49,0.78,0.495
30/08/2019,15 - 16,35.48,0.31,0.26
30/08/2019,16 - 17,36.25,0.62,0.143
30/08/2019,17 - 18,43.44,0.29,0.03
30/08/2019,18 - 19,50.54,0.18,0
30/08/2019,19 - 20,52.39,0.25,0
30/08/2019,20 - 21,52.54,0.19,0
30/08/2019,21 - 22,51.56,0.73,0
30/08/2019,22 - 23,48.19,0.16,0
30/08/2019,23 - 00,38.76,0.11,0
31/08/2019,00 - 01,37.42,0.13,0
31/08/2019,01 - 02,32.69,0.1,0
31/08/2019,02 - 03,30.66,0.11,0
31/08/2019,03 - 04,31.07,0.13,0
31/08/2019,04 - 05,30.32,0.11,0
31/08/2019,05 - 06,31.03,0.12,0.017
31/08/2019,06 - 07,31.3,0.1,0.145
31/08/2019,07 - 08,32.86,0.46,0.356
31/08/2019,08 - 09,32.38,0.22,0.227
31/08/2019,09 - 10,33.75,2.02,0.635
31/08/2019,10 - 11,31.31,0.39,0.719
31/08/2019,11 - 12,30.46,0.31,0.513
31/08/2019,12 - 13,29.37,0.26,0.332
31/08/2019,13 - 14,28.52,0.18,0.502
31/08/2019,14 - 15,28.05,0.17,0.476
31/08/2019,15 - 16,28.15,0.19,0.272
31/08/2019,16 - 17,29.89,0.17,0.145
31/08/2019,17 - 18,32.61,1.08,0.024
31/08/2019,18 - 19,40.71,0.84,0
31/08/2019,19 - 20,47.25,0.4,0
31/08/2019,20 - 21,47.04,0.36,0
31/08/2019,21 - 22,41.45,0.48,0
31/08/2019,22 - 23,37.1,0.35,0
31/08/2019,23 - 00,33.05,0.13,0
01/09/2019,00 - 01,27.22,0.13,0
01/09/2019,01 - 02,26.72,0.12,0
01/09/2019,02 - 03,26.49,0.12,0
01/09/2019,03 - 04,26.57,0.1,0
01/09/2019,04 - 05,25.93,0.12,0
01/09/2019,05 - 06,26.63,0.1,0.006
01/09/2019,06 - 07,27.18,1.18,0.08
01/09/2019,07 - 08,27.38,0.65,0.214
01/09/2019,08 - 09,28.39,0.88,0.56
01/09/2019,09 - 10,35.02,1.02,0.651
01/09/2019,10 - 11,30.71,0.69,0.442
01/09/2019,11 - 12,30.76,0.18,0.767
01/09/2019,12 - 13,31.04,0.17,0.56
01/09/2019,13 - 14,30.26,0.21,0.365
01/09/2019,14 - 15,29.36,0.49,0.299
01/09/2019,15 - 16,28.68,0.38,0.21
01/09/2019,16 - 17,28.12,0.23,0.051
01/09/2019,17 - 18,30.8,0.39,0.027
01/09/2019,18 - 19,34.1,0.27,0
01/09/2019,19 - 20,36.55,0.27,0
01/09/2019,20 - 21,39.7,0.29,0
01/09/2019,21 - 22,38.79,0.32,0
01/09/2019,22 - 23,37.36,0.18,0
01/09/2019,23 - 00,34.38,0.14,0
